"","Row","Col","Sample","Plate"
"700","C","4","E0849","E0823-E0918"
"701","D","4","E0850","E0823-E0918"
"702","E","4","E0851","E0823-E0918"
"703","F","4","E0852","E0823-E0918"
"704","G","4","E0853","E0823-E0918"
"705","H","4","E0854","E0823-E0918"
"706","A","5","E0855","E0823-E0918"
"707","B","5","E0856","E0823-E0918"
"708","C","5","E0857","E0823-E0918"
"709","D","5","E0858","E0823-E0918"
"710","E","5","E0859","E0823-E0918"
"711","F","5","E0860","E0823-E0918"
"712","G","5","E0861","E0823-E0918"
"713","H","5","E0862","E0823-E0918"
"714","A","6","E0863","E0823-E0918"
"715","B","6","E0864","E0823-E0918"
"716","C","6","E0865","E0823-E0918"
"717","D","6","E0866","E0823-E0918"
"718","E","6","E0867","E0823-E0918"
"719","F","6","E0868","E0823-E0918"
"720","G","6","E0869","E0823-E0918"
"721","H","6","E0870","E0823-E0918"
"722","A","7","E0871","E0823-E0918"
"723","B","7","E0872","E0823-E0918"
"724","C","7","E0873","E0823-E0918"
"725","D","7","E0874","E0823-E0918"
"726","E","7","E0875","E0823-E0918"
"727","F","7","E0876","E0823-E0918"
"728","G","7","E0877","E0823-E0918"
"729","H","7","E0878","E0823-E0918"
"730","A","8","E0879","E0823-E0918"
"731","B","8","E0880","E0823-E0918"
"732","C","8","E0881","E0823-E0918"
"733","D","8","E0882","E0823-E0918"
"734","E","8","E0883","E0823-E0918"
"735","F","8","E0884","E0823-E0918"
"736","G","8","E0885","E0823-E0918"
"737","H","8","E0886","E0823-E0918"
"738","A","9","E0887","E0823-E0918"
"739","B","9","E0888","E0823-E0918"
"740","C","9","E0889","E0823-E0918"
"741","D","9","E0890","E0823-E0918"
"742","E","9","E0891","E0823-E0918"
"743","F","9","E0892","E0823-E0918"
"744","G","9","E0893","E0823-E0918"
"745","H","9","E0894","E0823-E0918"
"746","A","10","E0895","E0823-E0918"
"747","B","10","E0896","E0823-E0918"
"748","C","10","E0897","E0823-E0918"
"749","D","10","E0898","E0823-E0918"
"750","E","10","E0899","E0823-E0918"
"751","F","10","E0900","E0823-E0918"
"752","G","10","E0901","E0823-E0918"
"753","H","10","E0902","E0823-E0918"
"754","A","11","E0903","E0823-E0918"
"755","B","11","E0904","E0823-E0918"
"756","C","11","E0905","E0823-E0918"
"757","D","11","E0906","E0823-E0918"
"758","E","11","E0907","E0823-E0918"
"759","F","11","E0908","E0823-E0918"
"760","G","11","E0909","E0823-E0918"
"761","H","11","E0910","E0823-E0918"
"762","A","12","E0911","E0823-E0918"
"763","B","12","E0912","E0823-E0918"
"764","C","12","E0913","E0823-E0918"
"765","D","12","E0914","E0823-E0918"
"766","E","12","E0915","E0823-E0918"
"767","F","12","E0916","E0823-E0918"
"768","G","12","E0917","E0823-E0918"
"769","H","12","E0918","E0823-E0918"
"770","A","1","E0919","E0919-E1014"
"771","B","1","E0920","E0919-E1014"
"772","C","1","E0921","E0919-E1014"
"773","D","1","E0922","E0919-E1014"
"774","E","1","E0923","E0919-E1014"
"775","F","1","E0924","E0919-E1014"
"776","G","1","E0925","E0919-E1014"
"777","H","1","E0926","E0919-E1014"
"778","A","2","E0927","E0919-E1014"
"779","B","2","E0928","E0919-E1014"
"780","C","2","E0929","E0919-E1014"
"781","D","2","E0930","E0919-E1014"
"782","E","2","E0931","E0919-E1014"
"783","F","2","E0932","E0919-E1014"
"784","G","2","E0933","E0919-E1014"
"785","H","2","E0934","E0919-E1014"
"786","A","3","E0935","E0919-E1014"
"787","B","3","E0936","E0919-E1014"
"788","C","3","E0937","E0919-E1014"
"789","D","3","E0938","E0919-E1014"
"790","E","3","E0939","E0919-E1014"
"791","F","3","E0940","E0919-E1014"
"792","G","3","E0941","E0919-E1014"
"793","H","3","E0942","E0919-E1014"
"794","A","4","E0943","E0919-E1014"
"795","B","4","E0944","E0919-E1014"
"796","C","4","E0945","E0919-E1014"
"797","D","4","E0946","E0919-E1014"
"798","E","4","E0947","E0919-E1014"
"799","F","4","E0948","E0919-E1014"
"800","G","4","E0949","E0919-E1014"
"801","H","4","E0950","E0919-E1014"
"802","A","5","E0951","E0919-E1014"
"803","B","5","E0952","E0919-E1014"
"804","C","5","E0953","E0919-E1014"
"805","D","5","E0954","E0919-E1014"
"806","E","5","E0955","E0919-E1014"
"807","F","5","E0956","E0919-E1014"
"808","G","5","E0957","E0919-E1014"
"809","H","5","E0958","E0919-E1014"
"810","A","6","E0959","E0919-E1014"
"811","B","6","E0960","E0919-E1014"
"812","C","6","E0961","E0919-E1014"
"813","D","6","E0962","E0919-E1014"
"814","E","6","E0963","E0919-E1014"
"815","F","6","E0964","E0919-E1014"
"816","G","6","E0965","E0919-E1014"
"817","H","6","E0966","E0919-E1014"
"818","A","7","E0967","E0919-E1014"
"819","B","7","E0968","E0919-E1014"
"820","C","7","E0969","E0919-E1014"
"821","D","7","E0970","E0919-E1014"
"822","E","7","E0971","E0919-E1014"
"823","F","7","E0972","E0919-E1014"
"824","G","7","E0973","E0919-E1014"
"825","H","7","E0974","E0919-E1014"
"826","A","8","E0975","E0919-E1014"
"827","B","8","E0976","E0919-E1014"
"828","C","8","E0977","E0919-E1014"
"829","D","8","E0978","E0919-E1014"
"830","E","8","E0979","E0919-E1014"
"831","F","8","E0980","E0919-E1014"
"832","G","8","E0981","E0919-E1014"
"833","H","8","E0982","E0919-E1014"
"834","A","9","E0983","E0919-E1014"
"835","B","9","E0984","E0919-E1014"
"836","C","9","E0985","E0919-E1014"
"837","D","9","E0986","E0919-E1014"
"838","E","9","E0987","E0919-E1014"
"839","F","9","E0988","E0919-E1014"
"840","G","9","E0989","E0919-E1014"
"841","H","9","E0990","E0919-E1014"
"842","A","10","E0991","E0919-E1014"
"843","B","10","E0992","E0919-E1014"
"844","C","10","E0993","E0919-E1014"
"845","D","10","E0994","E0919-E1014"
"846","E","10","E0995","E0919-E1014"
"847","F","10","E0996","E0919-E1014"
"848","G","10","E0997","E0919-E1014"
"849","H","10","E0998","E0919-E1014"
"850","A","11","E0999","E0919-E1014"
"851","B","11","E1000","E0919-E1014"
"852","C","11","E1001","E0919-E1014"
"853","D","11","E1002","E0919-E1014"
"854","E","11","E1003","E0919-E1014"
"855","F","11","E1004","E0919-E1014"
"856","G","11","E1005","E0919-E1014"
"857","H","11","E1006","E0919-E1014"
"858","A","12","E1007","E0919-E1014"
"859","B","12","E1008","E0919-E1014"
"860","C","12","E1009","E0919-E1014"
"861","D","12","E1010","E0919-E1014"
"862","E","12","E1011","E0919-E1014"
"863","F","12","E1012","E0919-E1014"
"864","G","12","E1013","E0919-E1014"
"865","H","12","E1014","E0919-E1014"
"866","A","1","E1015","E1015-E1110"
"867","B","1","E1016","E1015-E1110"
"868","C","1","E1017","E1015-E1110"
"869","D","1","E1018","E1015-E1110"
"870","E","1","E1019","E1015-E1110"
"871","F","1","E1020","E1015-E1110"
"872","G","1","E1021","E1015-E1110"
"873","H","1","E1022","E1015-E1110"
"874","A","2","E1023","E1015-E1110"
"875","B","2","E1024","E1015-E1110"
"876","C","2","E1025","E1015-E1110"
"877","D","2","E1026","E1015-E1110"
"878","E","2","E1027","E1015-E1110"
"879","F","2","E1028","E1015-E1110"
"880","G","2","E1029","E1015-E1110"
"881","H","2","E1030","E1015-E1110"
"882","A","3","E1031","E1015-E1110"
"883","B","3","E1032","E1015-E1110"
"884","C","3","E1033","E1015-E1110"
"885","D","3","E1034","E1015-E1110"
"886","E","3","E1035","E1015-E1110"
"887","F","3","E1036","E1015-E1110"
"888","G","3","E1037","E1015-E1110"
"889","H","3","E1038","E1015-E1110"
"890","A","4","E1039","E1015-E1110"
"891","B","4","E1040","E1015-E1110"
"892","C","4","E1041","E1015-E1110"
"893","D","4","E1042","E1015-E1110"
"894","E","4","E1043","E1015-E1110"
"895","F","4","E1044","E1015-E1110"
"896","G","4","E1045","E1015-E1110"
"897","H","4","E1046","E1015-E1110"
"898","A","5","E1047","E1015-E1110"
"899","B","5","E1048","E1015-E1110"
"900","C","5","E1049","E1015-E1110"
"901","D","5","E1050","E1015-E1110"
"902","E","5","E1051","E1015-E1110"
"903","F","5","E1052","E1015-E1110"
"904","G","5","E1053","E1015-E1110"
"905","H","5","E1054","E1015-E1110"
"906","A","6","E1055","E1015-E1110"
"907","B","6","E1056","E1015-E1110"
"908","C","6","E1057","E1015-E1110"
"909","D","6","E1058","E1015-E1110"
"910","E","6","E1059","E1015-E1110"
"911","F","6","E1060","E1015-E1110"
"912","G","6","E1061","E1015-E1110"
"913","H","6","E1062","E1015-E1110"
"914","A","7","E1063","E1015-E1110"
"915","B","7","E1064","E1015-E1110"
"916","C","7","E1065","E1015-E1110"
"917","D","7","E1066","E1015-E1110"
"918","E","7","E1067","E1015-E1110"
"919","F","7","E1068","E1015-E1110"
"920","G","7","E1069","E1015-E1110"
"921","H","7","E1070","E1015-E1110"
"922","A","8","E1071","E1015-E1110"
"923","B","8","E1072","E1015-E1110"
"924","C","8","E1073","E1015-E1110"
"925","D","8","E1074","E1015-E1110"
"926","E","8","E1075","E1015-E1110"
"927","F","8","E1076","E1015-E1110"
"928","G","8","E1077","E1015-E1110"
"929","H","8","E1078","E1015-E1110"
"930","A","9","E1079","E1015-E1110"
"931","B","9","E1080","E1015-E1110"
"932","C","9","E1081","E1015-E1110"
"933","D","9","E1082","E1015-E1110"
"934","E","9","E1083","E1015-E1110"
"935","F","9","E1084","E1015-E1110"
"936","G","9","E1085","E1015-E1110"
"937","H","9","E1086","E1015-E1110"
"938","A","10","E1087","E1015-E1110"
"939","B","10","E1088","E1015-E1110"
"940","C","10","E1089","E1015-E1110"
"941","D","10","E1090","E1015-E1110"
"942","E","10","E1091","E1015-E1110"
"943","F","10","E1092","E1015-E1110"
"944","G","10","E1093","E1015-E1110"
"945","H","10","E1094","E1015-E1110"
"946","A","11","E1095","E1015-E1110"
"947","B","11","E1096","E1015-E1110"
"948","C","11","E1097","E1015-E1110"
"949","D","11","E1098","E1015-E1110"
"950","E","11","E1099","E1015-E1110"
"951","F","11","E1100","E1015-E1110"
"952","G","11","E1101","E1015-E1110"
"953","H","11","E1102","E1015-E1110"
"954","A","12","E1103","E1015-E1110"
"955","B","12","E1104","E1015-E1110"
"956","C","12","E1105","E1015-E1110"
"957","D","12","E1106","E1015-E1110"
"958","E","12","E1107","E1015-E1110"
"959","F","12","E1108","E1015-E1110"
"960","G","12","E1109","E1015-E1110"
"961","H","12","E1110","E1015-E1110"
"962","A","1","E1111","E1111-E1206"
"963","B","1","E1112","E1111-E1206"
"964","C","1","E1113","E1111-E1206"
"965","D","1","E1114","E1111-E1206"
"966","E","1","E1115","E1111-E1206"
"967","F","1","E1116","E1111-E1206"
"968","G","1","E1117","E1111-E1206"
"969","H","1","E1118","E1111-E1206"
"970","A","2","E1119","E1111-E1206"
"971","B","2","E1120","E1111-E1206"
"972","C","2","E1121","E1111-E1206"
"973","D","2","E1122","E1111-E1206"
"974","E","2","E1123","E1111-E1206"
"975","F","2","E1124","E1111-E1206"
"976","G","2","E1125","E1111-E1206"
"977","H","2","E1126","E1111-E1206"
"978","A","3","E1127","E1111-E1206"
"979","B","3","E1128","E1111-E1206"
"980","C","3","E1129","E1111-E1206"
"981","D","3","E1130","E1111-E1206"
"982","E","3","E1131","E1111-E1206"
"983","F","3","E1132","E1111-E1206"
"984","G","3","E1133","E1111-E1206"
"985","H","3","E1134","E1111-E1206"
"986","A","4","E1135","E1111-E1206"
"987","B","4","E1136","E1111-E1206"
"988","C","4","E1137","E1111-E1206"
"989","D","4","E1138","E1111-E1206"
"990","E","4","E1139","E1111-E1206"
"991","F","4","E1140","E1111-E1206"
"992","G","4","E1141","E1111-E1206"
"993","H","4","E1142","E1111-E1206"
"994","A","5","E1143","E1111-E1206"
"995","B","5","E1144","E1111-E1206"
"996","C","5","E1145","E1111-E1206"
"997","D","5","E1146","E1111-E1206"
"998","E","5","E1147","E1111-E1206"
"999","F","5","E1148","E1111-E1206"
"1000","G","5","E1149","E1111-E1206"
"1001","H","5","E1150","E1111-E1206"
"1002","A","6","E1151","E1111-E1206"
"1003","B","6","E1152","E1111-E1206"
"1004","C","6","E1153","E1111-E1206"
"1005","D","6","E1154","E1111-E1206"
"1006","E","6","E1155","E1111-E1206"
"1007","F","6","E1156","E1111-E1206"
"1008","G","6","E1157","E1111-E1206"
"1009","H","6","E1158","E1111-E1206"
"1010","A","7","E1159","E1111-E1206"
"1011","B","7","E1160","E1111-E1206"
"1012","C","7","E1161","E1111-E1206"
"1013","D","7","E1162","E1111-E1206"
"1014","E","7","E1163","E1111-E1206"
"1015","F","7","E1164","E1111-E1206"
"1016","G","7","E1165","E1111-E1206"
"1017","H","7","E1166","E1111-E1206"
"1018","A","8","E1167","E1111-E1206"
"1019","B","8","E1168","E1111-E1206"
"1020","C","8","E1169","E1111-E1206"
"1021","D","8","E1170","E1111-E1206"
"1022","E","8","E1171","E1111-E1206"
"1023","F","8","E1172","E1111-E1206"
"1024","G","8","E1173","E1111-E1206"
"1025","H","8","E1174","E1111-E1206"
"1026","A","9","E1175","E1111-E1206"
"1027","B","9","E1176","E1111-E1206"
"1028","C","9","E1177","E1111-E1206"
"1029","D","9","E1178","E1111-E1206"
"1030","E","9","E1179","E1111-E1206"
"1031","F","9","E1180","E1111-E1206"
"1032","G","9","E1181","E1111-E1206"
"1033","H","9","E1182","E1111-E1206"
"1034","A","10","E1183","E1111-E1206"
"1035","B","10","E1184","E1111-E1206"
"1036","C","10","E1185","E1111-E1206"
"1037","D","10","E1186","E1111-E1206"
"1038","E","10","E1187","E1111-E1206"
"1039","F","10","E1188","E1111-E1206"
"1040","G","10","E1189","E1111-E1206"
"1041","H","10","E1190","E1111-E1206"
"1042","A","11","E1191","E1111-E1206"
"1043","B","11","E1192","E1111-E1206"
"1044","C","11","E1193","E1111-E1206"
"1045","D","11","E1194","E1111-E1206"
"1046","E","11","E1195","E1111-E1206"
"1047","F","11","E1196","E1111-E1206"
"1048","G","11","E1197","E1111-E1206"
"1049","H","11","E1198","E1111-E1206"
"1050","A","12","E1199","E1111-E1206"
"1051","B","12","E1200","E1111-E1206"
"1052","C","12","E1201","E1111-E1206"
"1053","D","12","E1202","E1111-E1206"
"1054","E","12","E1203","E1111-E1206"
"1055","F","12","E1204","E1111-E1206"
"1056","G","12","E1205","E1111-E1206"
"1057","H","12","E1206","E1111-E1206"
"1058","A","1","E1207","E1207-E1302"
"1059","B","1","E1208","E1207-E1302"
"1060","C","1","E1209","E1207-E1302"
"1061","D","1","E1210","E1207-E1302"
"1062","E","1","E1211","E1207-E1302"
"1063","F","1","E1212","E1207-E1302"
"1064","G","1","E1213","E1207-E1302"
"1065","H","1","E1214","E1207-E1302"
"1066","A","2","E1215","E1207-E1302"
"1067","B","2","E1216","E1207-E1302"
"1068","C","2","E1217","E1207-E1302"
"1069","D","2","E1218","E1207-E1302"
"1070","E","2","E1219","E1207-E1302"
"1071","F","2","E1220","E1207-E1302"
"1072","G","2","E1221","E1207-E1302"
"1073","H","2","E1222","E1207-E1302"
"1074","A","3","E1223","E1207-E1302"
"1075","B","3","E1224","E1207-E1302"
"1076","C","3","E1225","E1207-E1302"
"1077","D","3","E1226","E1207-E1302"
"1078","E","3","E1227","E1207-E1302"
"1079","F","3","E1228","E1207-E1302"
"1080","G","3","E1229","E1207-E1302"
"1081","H","3","E1230","E1207-E1302"
"1082","A","4","E1231","E1207-E1302"
"1083","B","4","E1232","E1207-E1302"
"1084","C","4","E1233","E1207-E1302"
"1085","D","4","E1234","E1207-E1302"
"1086","E","4","E1235","E1207-E1302"
"1087","F","4","E1236","E1207-E1302"
"1088","G","4","E1237","E1207-E1302"
"1089","H","4","E1238","E1207-E1302"
"1090","A","5","E1239","E1207-E1302"
"1091","B","5","E1240","E1207-E1302"
"1092","C","5","E1241","E1207-E1302"
"1093","D","5","E1242","E1207-E1302"
"1094","E","5","E1243","E1207-E1302"
"1095","F","5","E1244","E1207-E1302"
"1096","G","5","E1245","E1207-E1302"
"1097","H","5","E1246","E1207-E1302"
"1098","A","6","E1247","E1207-E1302"
"1099","B","6","E1248","E1207-E1302"
"1100","C","6","E1249","E1207-E1302"
"1101","D","6","E1250","E1207-E1302"
"1102","E","6","E1251","E1207-E1302"
"1103","F","6","E1252","E1207-E1302"
"1106","A","7","E1255","E1207-E1302"
"1107","B","7","E1256","E1207-E1302"
"1108","C","7","E1257","E1207-E1302"
"1109","D","7","E1258","E1207-E1302"
"1110","E","7","E1259","E1207-E1302"
"1111","F","7","E1260","E1207-E1302"
"1112","G","7","E1261","E1207-E1302"
"1113","H","7","E1262","E1207-E1302"
"1114","A","8","E1263","E1207-E1302"
"1115","B","8","E1264","E1207-E1302"
"1116","C","8","E1265","E1207-E1302"
"1117","D","8","E1266","E1207-E1302"
"1118","E","8","E1267","E1207-E1302"
"1119","F","8","E1268","E1207-E1302"
"1120","G","8","E1269","E1207-E1302"
"1121","H","8","E1270","E1207-E1302"
"1122","A","9","E1271","E1207-E1302"
"1123","B","9","E1272","E1207-E1302"
"1124","C","9","E1273","E1207-E1302"
"1125","D","9","E1274","E1207-E1302"
"1126","E","9","E1275","E1207-E1302"
"1127","F","9","E1276","E1207-E1302"
"1128","G","9","E1277","E1207-E1302"
"1129","H","9","E1278","E1207-E1302"
"1130","A","10","E1279","E1207-E1302"
"1131","B","10","E1280","E1207-E1302"
"1132","C","10","E1281","E1207-E1302"
"1133","D","10","E1282","E1207-E1302"
"1134","E","10","E1283","E1207-E1302"
"1135","F","10","E1284","E1207-E1302"
"1136","G","10","E1285","E1207-E1302"
"1137","H","10","E1286","E1207-E1302"
"1138","A","11","E1287","E1207-E1302"
"1139","B","11","E1288","E1207-E1302"
"1140","C","11","E1289","E1207-E1302"
"1141","D","11","E1290","E1207-E1302"
"1142","E","11","E1291","E1207-E1302"
"1143","F","11","E1292","E1207-E1302"
"1144","G","11","E1293","E1207-E1302"
"1145","H","11","E1294","E1207-E1302"
"1146","A","12","E1295","E1207-E1302"
"1147","B","12","E1296","E1207-E1302"
"1148","C","12","E1297","E1207-E1302"
"1149","D","12","E1298","E1207-E1302"
"1150","E","12","E1299","E1207-E1302"
"1151","F","12","E1300","E1207-E1302"
"1152","G","12","E1301","E1207-E1302"
"1153","H","12","E1302","E1207-E1302"
"1154","A","1","E1303","E1303-E1398"
"1155","B","1","E1304","E1303-E1398"
"1156","C","1","E1305","E1303-E1398"
"1157","D","1","E1306","E1303-E1398"
"1158","E","1","E1307","E1303-E1398"
"1159","F","1","E1308","E1303-E1398"
"1160","G","1","E1309","E1303-E1398"
"1161","H","1","E1310","E1303-E1398"
"1162","A","2","E1311","E1303-E1398"
"1163","B","2","E1312","E1303-E1398"
"1164","C","2","E1313","E1303-E1398"
"1165","D","2","E1314","E1303-E1398"
"1166","E","2","E1315","E1303-E1398"
"1167","F","2","E1316","E1303-E1398"
"1168","G","2","E1317","E1303-E1398"
"1169","H","2","E1318","E1303-E1398"
"1170","A","3","E1319","E1303-E1398"
"1171","B","3","E1320","E1303-E1398"
"1172","C","3","E1321","E1303-E1398"
"1173","D","3","E1322","E1303-E1398"
"1174","E","3","E1323","E1303-E1398"
"1175","F","3","E1324","E1303-E1398"
"1176","G","3","E1325","E1303-E1398"
"1177","H","3","E1326","E1303-E1398"
"1178","A","4","E1327","E1303-E1398"
"1179","B","4","E1328","E1303-E1398"
"1180","C","4","E1329","E1303-E1398"
"1181","D","4","E1330","E1303-E1398"
"1182","E","4","E1331","E1303-E1398"
"1183","F","4","E1332","E1303-E1398"
"1184","G","4","E1333","E1303-E1398"
"1185","H","4","E1334","E1303-E1398"
"1186","A","5","E1335","E1303-E1398"
"1187","B","5","E1336","E1303-E1398"
"1188","C","5","E1337","E1303-E1398"
"1189","D","5","E1338","E1303-E1398"
"1190","E","5","E1339","E1303-E1398"
"1191","F","5","E1340","E1303-E1398"
"1192","G","5","E1341","E1303-E1398"
"1193","H","5","E1342","E1303-E1398"
"1194","A","6","E1343","E1303-E1398"
"1195","B","6","E1344","E1303-E1398"
"1196","C","6","E1345","E1303-E1398"
"1197","D","6","E1346","E1303-E1398"
"1198","E","6","E1347","E1303-E1398"
"1199","F","6","E1348","E1303-E1398"
"1200","G","6","E1349","E1303-E1398"
"1201","H","6","E1350","E1303-E1398"
"1202","A","7","E1351","E1303-E1398"
"1203","B","7","E1352","E1303-E1398"
"1204","C","7","E1353","E1303-E1398"
"1205","D","7","E1354","E1303-E1398"
"1206","E","7","E1355","E1303-E1398"
"1207","F","7","E1356","E1303-E1398"
"1208","G","7","E1357","E1303-E1398"
"1209","H","7","E1358","E1303-E1398"
"1210","A","8","E1359","E1303-E1398"
"1211","B","8","E1360","E1303-E1398"
"1212","C","8","E1361","E1303-E1398"
"1213","D","8","E1362","E1303-E1398"
"1214","E","8","E1363","E1303-E1398"
"1215","F","8","E1364","E1303-E1398"
"1216","G","8","E1365","E1303-E1398"
"1217","H","8","E1366","E1303-E1398"
"1218","A","9","E1367","E1303-E1398"
"1219","B","9","E1368","E1303-E1398"
"1220","C","9","E1369","E1303-E1398"
"1221","D","9","E1370","E1303-E1398"
"1222","E","9","E1371","E1303-E1398"
"1223","F","9","E1372","E1303-E1398"
"1224","G","9","E1373","E1303-E1398"
"1225","H","9","E1374","E1303-E1398"
"1226","A","10","E1375","E1303-E1398"
"1227","B","10","E1376","E1303-E1398"
"1228","C","10","E1377","E1303-E1398"
"1229","D","10","E1378","E1303-E1398"
"1230","E","10","E1379","E1303-E1398"
"1231","F","10","E1380","E1303-E1398"
"1232","G","10","E1381","E1303-E1398"
"1233","H","10","E1382","E1303-E1398"
"1234","A","11","E1383","E1303-E1398"
"1235","B","11","E1384","E1303-E1398"
"1236","C","11","E1385","E1303-E1398"
"1237","D","11","E1386","E1303-E1398"
"1238","E","11","E1387","E1303-E1398"
"1239","F","11","E1388","E1303-E1398"
"1240","G","11","E1389","E1303-E1398"
"1241","H","11","E1390","E1303-E1398"
"1242","A","12","E1391","E1303-E1398"
"1243","B","12","E1392","E1303-E1398"
"1244","C","12","E1393","E1303-E1398"
"1245","D","12","E1394","E1303-E1398"
"1246","E","12","E1395","E1303-E1398"
"1247","F","12","E1396","E1303-E1398"
"1248","G","12","E1397","E1303-E1398"
"1249","H","12","E1398","E1303-E1398"
"1250","A","1","E1399","E1399-E1494"
"1251","B","1","E1400","E1399-E1494"
"1252","C","1","E1401","E1399-E1494"
"1253","D","1","E1402","E1399-E1494"
"1254","E","1","E1403","E1399-E1494"
"1255","F","1","E1404","E1399-E1494"
"1256","G","1","E1405","E1399-E1494"
"1257","H","1","E1406","E1399-E1494"
"1258","A","2","E1407","E1399-E1494"
"1259","B","2","E1408","E1399-E1494"
"1260","C","2","E1409","E1399-E1494"
"1261","D","2","E1410","E1399-E1494"
"1262","E","2","E1411","E1399-E1494"
"1263","F","2","E1412","E1399-E1494"
"1264","G","2","E1413","E1399-E1494"
"1265","H","2","E1414","E1399-E1494"
"1266","A","3","E1415","E1399-E1494"
"1267","B","3","E1416","E1399-E1494"
"1268","C","3","E1417","E1399-E1494"
"1269","D","3","E1418","E1399-E1494"
"1270","E","3","E1419","E1399-E1494"
"1271","F","3","E1420","E1399-E1494"
"1272","G","3","E1421","E1399-E1494"
"1273","H","3","E1422","E1399-E1494"
"1274","A","4","E1423","E1399-E1494"
"1275","B","4","E1424","E1399-E1494"
"1276","C","4","E1425","E1399-E1494"
"1277","D","4","E1426","E1399-E1494"
"1278","E","4","E1427","E1399-E1494"
"1279","F","4","E1428","E1399-E1494"
"1280","G","4","E1429","E1399-E1494"
"1281","H","4","E1430","E1399-E1494"
"1282","A","5","E1431","E1399-E1494"
"1283","B","5","E1432","E1399-E1494"
"1284","C","5","E1433","E1399-E1494"
"1285","D","5","E1434","E1399-E1494"
"1286","E","5","E1435","E1399-E1494"
"1287","F","5","E1436","E1399-E1494"
"1288","G","5","E1437","E1399-E1494"
"1289","H","5","E1438","E1399-E1494"
"1290","A","6","E1439","E1399-E1494"
"1291","B","6","E1440","E1399-E1494"
"1292","C","6","E1441","E1399-E1494"
"1293","D","6","E1442","E1399-E1494"
"1294","E","6","E1443","E1399-E1494"
"1295","F","6","E1444","E1399-E1494"
"1296","G","6","E1445","E1399-E1494"
"1297","H","6","E1446","E1399-E1494"
"1298","A","7","E1447","E1399-E1494"
"1299","B","7","E1448","E1399-E1494"
"1300","C","7","E1449","E1399-E1494"
"1301","D","7","E1450","E1399-E1494"
"1302","E","7","E1451","E1399-E1494"
"1303","F","7","E1452","E1399-E1494"
"1304","G","7","E1453","E1399-E1494"
"1305","H","7","E1454","E1399-E1494"
"1306","A","8","E1455","E1399-E1494"
"1307","B","8","E1456","E1399-E1494"
"1308","C","8","E1457","E1399-E1494"
"1309","D","8","E1458","E1399-E1494"
"1310","E","8","E1459","E1399-E1494"
"1311","F","8","E1460","E1399-E1494"
"1312","G","8","E1461","E1399-E1494"
"1313","H","8","E1462","E1399-E1494"
"1314","A","9","E1463","E1399-E1494"
"1315","B","9","E1464","E1399-E1494"
"1316","C","9","E1465","E1399-E1494"
"1317","D","9","E1466","E1399-E1494"
"1318","E","9","E1467","E1399-E1494"
"1319","F","9","E1468","E1399-E1494"
"1320","G","9","E1469","E1399-E1494"
"1321","H","9","E1470","E1399-E1494"
"1322","A","10","E1471","E1399-E1494"
"1323","B","10","E1472","E1399-E1494"
"1324","C","10","E1473","E1399-E1494"
"1325","D","10","E1474","E1399-E1494"
"1326","E","10","E1475","E1399-E1494"
"1327","F","10","E1476","E1399-E1494"
"1328","G","10","E1477","E1399-E1494"
"1329","H","10","E1478","E1399-E1494"
"1330","A","11","E1479","E1399-E1494"
"1331","B","11","E1480","E1399-E1494"
"1332","C","11","E1481","E1399-E1494"
"1333","D","11","E1482","E1399-E1494"
"1334","E","11","E1483","E1399-E1494"
"1335","F","11","E1484","E1399-E1494"
"1336","G","11","E1485","E1399-E1494"
"1337","H","11","E1486","E1399-E1494"
"1338","A","12","E1487","E1399-E1494"
"1339","B","12","E1488","E1399-E1494"
"1340","C","12","E1489","E1399-E1494"
"1341","D","12","E1490","E1399-E1494"
"1342","E","12","E1491","E1399-E1494"
"1343","F","12","E1492","E1399-E1494"
"1344","G","12","E1493","E1399-E1494"
"1345","H","12","E1494","E1399-E1494"
"1346","A","1","E1495","E1495-E1590"
"1347","B","1","E1496","E1495-E1590"
"1348","C","1","E1497","E1495-E1590"
"1349","D","1","E1498","E1495-E1590"
"1350","E","1","E1499","E1495-E1590"
"1351","F","1","E1500","E1495-E1590"
"1352","G","1","E1501","E1495-E1590"
"1353","H","1","E1502","E1495-E1590"
"1354","A","2","E1503","E1495-E1590"
"1355","B","2","E1504","E1495-E1590"
"1356","C","2","E1505","E1495-E1590"
"1357","D","2","E1506","E1495-E1590"
"1358","E","2","E1507","E1495-E1590"
"1359","F","2","E1508","E1495-E1590"
"1360","G","2","E1509","E1495-E1590"
"1361","H","2","E1510","E1495-E1590"
"1362","A","3","E1511","E1495-E1590"
"1363","B","3","E1512","E1495-E1590"
"1364","C","3","E1513","E1495-E1590"
"1365","D","3","E1514","E1495-E1590"
"1366","E","3","E1515","E1495-E1590"
"1367","F","3","E1516","E1495-E1590"
"1368","G","3","E1517","E1495-E1590"
"1369","H","3","E1518","E1495-E1590"
"1370","A","4","E1519","E1495-E1590"
"1371","B","4","E1520","E1495-E1590"
"1372","C","4","E1521","E1495-E1590"
"1373","D","4","E1522","E1495-E1590"
"1374","E","4","E1523","E1495-E1590"
"1375","F","4","E1524","E1495-E1590"
"1376","G","4","E1525","E1495-E1590"
"1377","H","4","E1526","E1495-E1590"
"1378","A","5","E1527","E1495-E1590"
"1379","B","5","E1528","E1495-E1590"
"1380","C","5","E1529","E1495-E1590"
"1381","D","5","E1530","E1495-E1590"
