"","Row","Col","Sample","Plate"
"5908","C","6","D3138","D3096-D3191"
"5909","D","6","D3139","D3096-D3191"
"5910","E","6","D3140","D3096-D3191"
"5911","F","6","D3141","D3096-D3191"
"5912","G","6","D3142","D3096-D3191"
"5913","H","6","D3143","D3096-D3191"
"5914","A","7","D3144","D3096-D3191"
"5915","B","7","D3145","D3096-D3191"
"5916","C","7","D3146","D3096-D3191"
"5917","D","7","D3147","D3096-D3191"
"5918","E","7","D3148","D3096-D3191"
"5919","F","7","D3149","D3096-D3191"
"5920","G","7","D3150","D3096-D3191"
"5921","H","7","D3151","D3096-D3191"
"5922","A","8","D3152","D3096-D3191"
"5923","B","8","D3153","D3096-D3191"
"5924","C","8","D3154","D3096-D3191"
"5925","D","8","D3155","D3096-D3191"
"5926","E","8","D3156","D3096-D3191"
"5927","F","8","D3157","D3096-D3191"
"5928","G","8","D3158","D3096-D3191"
"5929","H","8","D3159","D3096-D3191"
"5930","A","9","D3160","D3096-D3191"
"5931","B","9","D3161","D3096-D3191"
"5932","C","9","D3162","D3096-D3191"
"5933","D","9","D3163","D3096-D3191"
"5934","E","9","D3164","D3096-D3191"
"5935","F","9","D3165","D3096-D3191"
"5936","G","9","D3166","D3096-D3191"
"5937","H","9","D3167","D3096-D3191"
"5938","A","10","D3168","D3096-D3191"
"5939","B","10","D3169","D3096-D3191"
"5940","C","10","D3170","D3096-D3191"
"5941","D","10","D3171","D3096-D3191"
"5942","E","10","D3172","D3096-D3191"
"5943","F","10","D3173","D3096-D3191"
"5944","G","10","D3174","D3096-D3191"
"5945","H","10","D3175","D3096-D3191"
"5946","A","11","D3176","D3096-D3191"
"5947","B","11","D3177","D3096-D3191"
"5948","C","11","D3178","D3096-D3191"
"5949","D","11","D3179","D3096-D3191"
"5950","E","11","D3180","D3096-D3191"
"5951","F","11","D3181","D3096-D3191"
"5952","G","11","D3182","D3096-D3191"
"5953","H","11","D3183","D3096-D3191"
"5954","A","12","D3184","D3096-D3191"
"5955","B","12","D3185","D3096-D3191"
"5956","C","12","D3186","D3096-D3191"
"5957","D","12","D3187","D3096-D3191"
"5958","E","12","D3188","D3096-D3191"
"5959","F","12","D3189","D3096-D3191"
"5960","G","12","D3190","D3096-D3191"
"5961","H","12","D3191","D3096-D3191"
"5962","A","1","D3192","D3192-NA"
"5963","B","1","D3193","D3192-NA"
"5964","C","1","D3194","D3192-NA"
"5965","D","1","D3195","D3192-NA"
"5966","E","1","D3196","D3192-NA"
"5967","F","1","D3197","D3192-NA"
"5968","G","1","D3198","D3192-NA"
"5969","H","1","D3199","D3192-NA"
"5970","A","2","D3200","D3192-NA"
"5971","B","2","D3201","D3192-NA"
"5972","C","2","D3202","D3192-NA"
"5973","D","2","D3203","D3192-NA"
"5974","E","2","D3204","D3192-NA"
"5975","F","2","D3205","D3192-NA"
"5976","G","2","D3206","D3192-NA"
"5977","H","2","D3207","D3192-NA"
"5978","A","3","D3208","D3192-NA"
"5979","B","3","D3209","D3192-NA"
"5980","C","3","D3210","D3192-NA"
"5981","D","3","D3211","D3192-NA"
"5982","E","3","D3212","D3192-NA"
"5983","F","3","D3213","D3192-NA"
"5984","G","3","D3214","D3192-NA"
"5985","H","3","D3215","D3192-NA"
"5986","A","4","D3216","D3192-NA"
"5987","B","4","D3217","D3192-NA"
"5988","C","4","D3218","D3192-NA"
"5989","D","4","D3219","D3192-NA"
"5990","E","4","D3220","D3192-NA"
"5991","F","4","D3221","D3192-NA"
"5992","G","4","D3222","D3192-NA"
"5993","H","4","D3223","D3192-NA"
"5994","A","5","D3224","D3192-NA"
"5995","B","5","D3225","D3192-NA"
"5996","C","5","D3226","D3192-NA"
"5997","D","5","D3227","D3192-NA"
"5998","E","5","D3228","D3192-NA"
"5999","F","5","D3229","D3192-NA"
"6000","G","5","D3230","D3192-NA"
"6001","H","5","D3231","D3192-NA"
"6002","A","6","D3232","D3192-NA"
"6003","B","6","D3233","D3192-NA"
"6004","C","6","D3234","D3192-NA"
"6005","D","6","D3235","D3192-NA"
"6006","E","6","D3236","D3192-NA"
"6007","F","6","D3237","D3192-NA"
"6008","G","6","D3238","D3192-NA"
"6009","H","6","D3239","D3192-NA"
"6010","A","7","D3240","D3192-NA"
"6011","B","7","D3241","D3192-NA"
"6012","C","7","D3242","D3192-NA"
"6013","D","7","D3243","D3192-NA"
"6014","E","7","D3244","D3192-NA"
"6015","F","7","D3245","D3192-NA"
"6016","G","7","D3246","D3192-NA"
